Plot #,Forest,Elev. Band,Block,Plot,Msmt dates,Tree tag #,Species,Distance (ft),Azm,DBH (in),HT (ft),HTBC (ft),Tor. Pot.,DBH (cm),Basal area (m2),Basal area (m2/ha),Size class,Live/dead,Year death (time of attack or time of injury/other cause),Year Fall (initial),Gnd cont./hng up,2nd Snag status change/year ,BB/Cause,Comments
Sierra-4000-Plot 1-Site 1,Sierra,4000,1,1,"Spring 2016, Spring 2017, Spring 2018",2121,PIPO,28.0,282,22.2,97,,,56.4,0.249725503,6.166388901,4,D,2015,,,,WPB,RTB
Sierra-4000-Plot 1-Site 1,Sierra,4000,1,1,"Spring 2016, Spring 2017, Spring 2018",2122,PIPO,6.5,292,23.2,96,,,58.9,0.272730003,6.734431382,5,D,2015,,,,WPB,RTB
Sierra-4000-Plot 1-Site 1,Sierra,4000,1,1,"Spring 2016, Spring 2017, Spring 2018",2123,QUKE,23.5,292,7.2,31,9,1,18.3,0.026267694,0.648619432,1,L,,,,,,
Sierra-4000-Plot 1-Site 1,Sierra,4000,1,1,"Spring 2016, Spring 2017, Spring 2018",2124,PIPO,26.5,333,5.0,23,6,1,12.7,0.012667676,0.312798723,1,D,2017,,,,SUP,
Sierra-4000-Plot 1-Site 1,Sierra,4000,1,1,"Spring 2016, Spring 2017, Spring 2018",2125,PILA,29.0,356,23.9,103,,,60.7,0.289436135,7.146950338,5,D,2015,,,,MPB,RTB
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2126,PIPO,18.2,14,16.5,75,,,41.9,0.137950995,3.406378091,3,D,2015,,,,WPB,
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2127,PIPO,25.5,61,10.8,60,30,0,27.4,0.05910231,1.459393721,2,D,2016,,,,WPB,RTB
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2128,QUKE,33.6,76,11.3,17,10,1,28.7,0.064701423,1.597650756,2,L,,,,,,broken top
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2129,QUKE,36.5,77,10.1,30,10,1,25.7,0.051689186,1.276343908,2,L,,,,,,
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2130,PIPO,23.0,96,16.4,83,,,41.7,0.136283928,3.365213779,3,D,2015,2018,Hung up,,WPB,RTB
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2131,PIPO,34.1,108,6.8,39,12,0,17.3,0.023430134,0.578552518,1,L,2018,2018,Hung up,,WIND,"2018 death correct, WIND, hit by falling # 2130"
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2132,PIPO,36.5,154,13.4,78,,,34.0,0.090984318,2.246645546,3,D,2015,,,,WPB,
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2133,PIPO,25.2,174,16.6,79,,,42.2,0.139628195,3.447792642,3,D,2015,,,,WPB,
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2134,PIPO,29.5,209,26.4,87,20,0,67.1,0.353154546,8.720327913,5,D,2016,,,,WPB,RTB
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2135,PIPO,7.7,213,19.0,92,38,0,48.3,0.182921245,4.516813557,4,D,2016,,,,WPB,broken @ 50 ft.
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2136,PIPO,15.7,294,15.9,74,,,40.4,0.12810061,3.163145804,3,D,2015,2018,Hung up,,WPB,
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2137,PIPO,16.1,304,19.1,85,19,0,48.5,0.184851799,4.564484082,4,D,2016,,,,WPB,RTB
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2138,PILA,26.5,334,14.9,68,11,1,37.8,0.112494032,2.777777778,3,D,2016,,,,MPB,
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2139,CADE,28.3,335,6.5,24,1,1,16.5,0.021408373,0.528629841,1,L,,,,,,
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2140,PIPO,35.0,344,17.0,85,,,43.2,0.146438338,3.615953235,3,D,2015,,,,WPB,
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2141,PIPO,33.5,349,6.8,35,,,17.3,0.023430134,0.578552518,1,D,2014,,,,SUP/drought,woodborers
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2142,CADE,28.6,354,13.3,48,3,1,33.8,0.08963141,2.213238643,3,L,,,,,,
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2143,PIPO,31.3,355,21.0,94,,,53.3,0.22345781,5.51776947,4,D,2015,,,,WPB,
Sierra-4000-Plot 2-Site 1,Sierra,4000,1,2,"Spring 2016, Spring 2017, Spring 2018",2144,PILA,25.1,356,3.8,22,6,1,9.7,0.00731685,0.180672542,1,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2145,PIPO,32.0,10,8.0,43,30,0,20.3,0.032429251,0.80076473,2,D,2017,,,,WPB,RTB
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2146,PILA,15.5,14,3.6,22,2,1,9.1,0.006566923,0.162154858,1,L,,,,,,dead top 
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2147,PILA,34.0,31,22.9,94,32,0,58.2,0.265722245,6.561391129,5,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2148,CADE,27.5,44,7.5,44,26,0,19.1,0.028502272,0.703797126,2,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2149,PIPO,33.0,59,17.6,99,,,44.7,0.156957576,3.875701295,4,D,2015,,,,WPB,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2150,CADE,36.1,64,4.8,33,28,0,12.2,0.01167453,0.288275303,1,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2151,CADE,34.1,85,3.4,18,17,1,8.6,0.005857534,0.144638129,1,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2152,CADE,34.6,88,7.0,33,15,1,17.8,0.024828646,0.613085497,1,L,,,,,,broken top
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2153,PILA,37.0,105,31.3,116,,,79.5,0.496415831,12.25783123,6,D,2015,,,,UNK/drought,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2154,CADE,25.4,116,10.0,52,22,0,25.4,0.050670705,1.251194891,2,D,2016,,,,UNK/drought,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2155,CADE,23.9,118,5.2,39,29,0,13.2,0.013701359,0.338323099,1,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2156,PIPO,28.1,126,20.5,106,,,52.1,0.212943638,5.25814653,4,D,,,,,WPB,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2157,CADE,37.1,140,9.9,48,19,0,25.1,0.049662358,1.226296113,2,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2158,PIPO,25.5,159,13.2,81,,,33.5,0.088288637,2.180081978,3,D,2015,,,,WPB,RTB
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2159,CADE,31.6,160,12.2,52,45,0,31.0,0.075418277,1.862278476,2,D,2017,,,,SUP,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2160,CADE,17.8,164,10.6,48,30,0,26.9,0.056933604,1.40584258,2,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2161,PILA,34.0,175,28.1,102,,,71.4,0.400100955,9.87955998,6,D,2015,,,,MPB,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2162,CADE,32.3,186,9.7,54,30,0,24.6,0.047676066,1.177249273,2,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2163,CADE,17.9,213,7.5,44,26,0,19.1,0.028502272,0.703797126,2,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2164,CADE,25.5,217,5.8,26,23,0,14.7,0.017045625,0.420901961,1,D,2016,,,,SUP/drought,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2165,CADE,32.3,217,7.0,37,30,0,17.8,0.024828646,0.613085497,1,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2166,CADE,25.1,218,7.8,42,26,0,19.8,0.030828057,0.761226972,2,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2167,PIPO,22.0,223,13.7,55,,,34.8,0.095103846,2.348367691,3,D,2015,,,,WPB,broken top
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2168,PIPO,10.5,241,18.3,96,,,46.5,0.169691124,4.190126571,4,D,2015,,,,WPB,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2169,PIPO,25.4,255,12.5,68,,,31.8,0.079172977,1.954992017,3,D,2015,,,,WPB,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2170,CADE,20.2,257,3.5,19,17,0,8.9,0.006207161,0.153271374,1,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2171,CADE,19.3,270,5.3,28,,,13.5,0.014233401,0.351460645,1,D,2015,,,,UNK/drought,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2172,CADE,29.1,271,5.5,27,20,0,14.0,0.015327888,0.378486455,1,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2173,PIPO,22.3,281,16.5,63,,,41.9,0.137950995,3.406378091,3,D,2015,,,,WPB,"broken top, woodborers"
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2174,CADE,4.6,283,7.4,35,26,0,18.8,0.027747278,0.685154322,1,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2175,CADE,37.0,285,8.0,39,25,0,20.3,0.032429251,0.80076473,2,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2176,PIPO,25.5,293,16.0,93,,,40.6,0.129717005,3.203058921,3,D,2015,,,,WPB,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2177,PIPO,24.4,293,10.3,47,,,26.2,0.053756551,1.32739266,2,D,2015,2017,Hung up,,WIND,"broken top, woodborers"
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2178,CADE,23.5,315,7.0,39,15,0,17.8,0.024828646,0.613085497,1,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2179,CADE,30.6,317,2.6,9,6,0,6.6,0.00342534,0.084580775,1,L,,,,,,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2180,PIPO,31.3,328,17.3,93,,,43.9,0.151652353,3.74470119,3,D,2015,,,,WPB,
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2181,CADE,34.1,334,5.5,27,17,0,14.0,0.015327888,0.378486455,1,L,,,,,,sweep
Sierra-4000-Plot 3-Site 1,Sierra,4000,1,3,"Spring 2016, Spring 2017, Spring 2018",2182,CADE,25.8,341,15.1,68,19,0,38.4,0.115534275,2.852849471,3,L,,,,,,
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2183,PIPO,25.9,78,32.5,104,,,82.6,0.535209323,13.21574604,6,D,2015,,,,WPB,
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2184,CADE,18.2,146,4.5,19,1,1,11.4,0.010260818,0.253366965,1,L,,,,,,
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2185,CADE,18.0,146,3.3,15,1,1,8.4,0.00551804,0.136255124,1,L,,,,,,
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2186,PIPO,32.1,212,14.6,68,,,37.1,0.108009675,2.66704703,3,D,2015,2018,Hung up,,WPB,
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2187,PIPO,31.1,215,6.5,38,,,16.5,0.021408373,0.528629841,1,D,2015,2018,Hung up,,WPB,
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2188,PIPO,33.6,231,9.0,36,,,22.9,0.041043271,1.013467862,2,D,2015,2018,Hung up,,WPB,woodborers
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2189,PIPO,36.6,259,11.1,57,,,28.2,0.062431376,1.541597225,2,D,2015,2018,Ground contact,,WPB,woodborers
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2190,PIPO,30.0,283,26.9,102,,,68.3,0.366658289,9.053771352,5,D,2015,2018,Ground contact,,WPB,
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2191,CADE,36.8,289,3.7,17,1,1,9.4,0.00693682,0.171288581,1,L,,,,,,
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2192,CADE,31.6,316,3.2,15,1,1,8.1,0.00518868,0.128122357,1,L,,,,,,
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2193,CADE,22.4,337,2.5,11,1,1,6.4,0.003166919,0.078199681,1,L,,,,,,
Sierra-4000-Plot 4-Site 1,Sierra,4000,1,4,"Spring 2016, Spring 2017, Spring 2018",2194,PIPO,35.9,354,17.9,87,,,45.5,0.162354006,4.008953551,4,D,2015,,,,WPB,
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2195,PIPO,35.1,10,23.6,90,,,59.9,0.282215559,6.968655066,5,D,2015,2018,Hung up,,UNK,"No galleries in sampling windows, pitch tubes up high"
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2196,PIPO,32.6,74,20.2,75,6,1,51.3,0.206756745,5.105375634,4,L,,,,,,dead top
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2197,PIPO,35.8,120,21.8,73,,,55.4,0.240807459,5.946178601,4,D,2015,,,,WPB,wood borers
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2198,CADE,13.5,144,4.2,17,1,1,10.7,0.008938312,0.220710779,1,L,,,,,,
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2199,CADE,36.4,175,6.5,21,1,1,16.5,0.021408373,0.528629841,1,L,,,,,,
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2200,PIPO,20.0,181,20.6,78,,,52.3,0.215026204,5.30957064,4,D,2015,,,,WPB,wood borers
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2201,PIPO,33.8,216,23.6,80,,,59.9,0.282215559,6.968655066,5,D,2015,,,,WPB,
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2202,CADE,28.4,249,20.2,68,26,0,51.3,0.206756745,5.105375634,4,L,,,,,,looking poor in '18
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2203,CADE,14.4,270,3.7,15,1,1,9.4,0.00693682,0.171288581,1,L,,,,,,
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2204,CADE,29.1,271,14.7,51,12,0,37.3,0.109494327,2.70370704,3,D,2016,,,,UNK/drought,
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2205,CADE,6.5,302,3.1,14,1,1,7.9,0.004869455,0.120239829,1,L,,,,,,
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2206,CADE,24.4,304,3.2,12,1,1,8.1,0.00518868,0.128122357,1,L,,,,,,
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2207,PIPO,30.3,313,19.9,105,,,50.5,0.200661059,4.954856888,4,D,2015,2018,Ground contact,,UNK,"No galleries in sampling windows, pitch tubes up high"
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2208,CADE,31.2,319,3.1,14,2,1,7.9,0.004869455,0.120239829,1,L,,,,,,
Sierra-4000-Plot 5-Site 1,Sierra,4000,1,5,"Spring 2016, Spring 2017, Spring 2018",2209,CADE,24.5,337,2.9,14,1,1,7.4,0.004261406,0.10522549,1,L,,,,,,
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2082,PIPO,19.2,1,17.0,98,,,43.2,0.146438338,3.615953235,3,D,2015,,,,WPB,
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2083,PIPO,37.1,92,24.1,121,,,61.2,0.294300522,7.267065047,5,D,2015,,,,WPB,RTB
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2084,PIPO,28.8,95,17.4,92,,,44.2,0.153410627,3.788117652,3,D,2015,,,,UNK,"No galleries @ 2m sampling windows, many pitch tubes above 8 ft."
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2085,PIPO,14.0,96,13.9,84,,,35.3,0.097900869,2.417433649,3,D,2015,,,,WPB,
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2086,PILA,5.5,96,13.6,95,,,34.5,0.093720536,2.314210071,3,D,2014,,,,MPB,woodborers
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2087,PIPO,6.9,97,11.6,65,,,29.5,0.068182501,1.683607845,2,D,2015,,,,MPB,"near PILA with MPB, broken top, woodborers"
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2088,PIPO,20.0,98,11.7,87,,,29.7,0.069363128,1.712760686,2,D,2015,2018,Hung up,,UNK,"No galleries @ 2m sampling windows, many pitch tubes above 8 ft."
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2089,PIPO,21.4,115,19.6,111,,,49.8,0.194656581,4.806590294,4,D,2015,,,,WPB,"RTB, woodborers"
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2090,QUKE,18.0,193,30.4,63,19,0,77.2,0.468278388,11.56304271,6,L,,,,,,
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2091,CADE,23.2,209,3.8,19,1,1,9.7,0.00731685,0.180672542,1,L,,,,,,
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2092,ABCO,36.5,212,19.7,99,10,1,50.0,0.196647939,4.855762253,4,D,2016,,,,UNK/drought,
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2093,CADE,20.5,249,4.5,11,1,1,11.4,0.010260818,0.253366965,1,L,,,,,,Broken top 
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2094,PIPO,15.8,285,17.5,95,,,44.5,0.155179034,3.831784354,4,D,2015,,,,WPB,
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2095,PIPO,8.8,337,16.5,99,,,41.9,0.137950995,3.406378091,3,D,2015,,,,WPB,RTB
Sierra-4000-Plot 6-Site 2,Sierra,4000,2,6,"Spring 2016, Spring 2017, Summer 2018",2096,PIPO,13.2,345,15.5,93,,,39.4,0.121736369,3.005995726,3,D,2014,2018,Hung up,,UNK,"No galleries @ 2m sampling windows, many pitch tubes all over bole"
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2097,CADE,31.7,2,5.2,29,23,0,13.2,0.013701359,0.338323099,1,D,2016,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2098,CADE,21.7,11,3.8,13,4,1,9.7,0.00731685,0.180672542,1,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2099,CADE,18.7,12,5.1,21,19,0,13.0,0.01317945,0.325435791,1,D,2017,,,,SUP,woodborers
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2100,CADE,32.2,17,3.1,11,7,0,7.9,0.004869455,0.120239829,1,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2101,CADE,22.7,35,2.5,9,,,6.4,0.003166919,0.078199681,1,D,2014,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2102,PIPO,18.1,36,21.1,95,,,53.6,0.225591046,5.570444775,4,D,2015,,,,WPB,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2103,ABCO,30.0,48,8.8,51,8,0,22.4,0.039239394,0.968925324,2,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2104,CADE,21.7,51,3.1,13,11,0,7.9,0.004869455,0.120239829,1,D,2016,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2105,CADE,16.5,54,4.4,16,12,0,11.2,0.009809849,0.242231331,1,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2106,PIPO,26.7,56,23.5,117,,,59.7,0.279828969,6.909723786,5,D,2015,,,,WPB,RTB
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2107,CADE,9.6,60,3.4,13,11,1,8.6,0.005857534,0.144638129,1,D,2016,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2108,CADE,23.9,61,5.7,22,14,0,14.5,0.016462912,0.40651322,1,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2109,CADE,25.0,82,4.8,16,7,0,12.2,0.01167453,0.288275303,1,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2110,ABCO,13.8,104,11.6,65,12,0,29.5,0.068182501,1.683607845,2,D,2016,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2111,PIPO,19.5,115,31.6,132,,,80.3,0.505977393,12.4939317,6,D,2014,,,,WPB,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2112,CADE,7.8,126,4.3,20,14,0,10.9,0.009369013,0.231345935,1,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2113,QUCH,15.5,159,8.0,38,3,1,20.3,0.032429251,0.80076473,2,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2114,PIPO,13.4,173,29.3,97,,,74.4,0.435002936,10.74138302,6,D,2015,,,,WPB,RTB. Broken top
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2115,PIPO,17.3,184,2.6,13,9,1,6.6,0.00342534,0.084580775,1,D,2016,,,,IPS,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2116,PIPO,35.0,197,3.1,10,8,0,7.9,0.004869455,0.120239829,1,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2117,CADE,31.2,209,3.4,11,7,1,8.6,0.005857534,0.144638129,1,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2118,CADE,31.6,218,4.5,15,10,1,11.4,0.010260818,0.253366965,1,L,,,,,,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2119,CADE,24.2,232,9.8,40,35,0,24.9,0.048664145,1.201647573,2,D,2016,,,,SUP/drought,
Sierra-4000-Plot 7-Site 2,Sierra,4000,2,7,"Spring 2016, Spring 2017, Summer 2018",2120,CADE,5.8,237,4.0,17,15,0,10.2,0.008107313,0.200191183,1,L,2017,,,,SUP ,woodborers
