Plot #,Forest,Elev. Band,Block,Plot,Msmt dates,Tree tag #,Species,Distance (ft),Azm,DBH (in),HT (ft),HTBC (ft),Tor. Pot.,DBH (cm),Basal area (m2),Basal area (m2/ha),Size class,Live/dead,Year death (time of attack or time of injury/other cause),Year Fall (initial),Gnd cont./hng up,2nd Snag status change/year ,BB/Cause,Comments
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3286,CADE,2.5,166,4.0,16,,,10.2,0.008107313,0.200191183,1,D,2015,,,,SUP/drought,woodborers
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3287,CADE,29.5,178,23.2,77,17,1,58.9,0.272730003,6.734431382,5,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3288,ABCO,21.0,186,5.9,31,10,1,15.0,0.017638472,0.435540942,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3289,ABCO,23.2,193,3.5,17,,,8.9,0.006207161,0.153271374,1,D,2015,,,,SCOL,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3290,CADE,23.0,201,8.9,30,16,1,22.6,0.040136266,0.991071473,2,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3291,CADE,34.0,211,3.7,15,9,0,9.4,0.00693682,0.171288581,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3292,CADE,5.9,222,5.4,17,,,13.7,0.014775578,0.36484843,1,D,2015,,,,SUP/drought,woodborers
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3293,ABCO,30.8,223,21.7,100,15,1,55.1,0.238603283,5.891751623,4,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3294,PILA,25.3,224,14.2,81,18,1,36.1,0.10217241,2.522909378,3,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3295,CADE,24.7,237,5.5,26,15,1,14.0,0.015327888,0.378486455,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3296,CADE,12.7,237,7.0,28,18,1,17.8,0.024828646,0.613085497,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3297,ABCO,36.3,264,7.7,50,12,1,19.6,0.030042661,0.741833451,2,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3298,ABCO,9.6,290,7.4,41,12,1,18.8,0.027747278,0.685154322,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3299,PIPO,5.8,291,19.8,69,35,1,50.3,0.198649432,4.905184451,4,D,2016,,,,WPB,Woodborers. Ambrosia beetles
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",3300,ABCO,33.8,307,7.9,44,9,1,20.1,0.031623587,0.780870732,2,L,,,,,,pitching
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",201,ABCO,11.0,308,3.9,31,,,9.9,0.007707014,0.190306743,1,D,2015,,,,SCOL,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",202,ABCO,5.1,309,4.6,29,18,1,11.7,0.010721921,0.264752839,1,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",203,ABCO,19.4,309,9.0,65,27,1,22.9,0.041043271,1.013467862,2,L,,,,,,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",204,ABCO,32.5,318,3.5,19,,,8.9,0.006207161,0.153271374,1,D,2015,,,,SCOL,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",205,PIPO,15.8,322,28.3,118,70,1,71.9,0.40581661,10.02069476,6,D,2016,,,,WPB,woodborers
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",206,CADE,27.8,322,31.1,73,80,1,79.0,0.490092127,12.10168211,6,L,,,,,,scar
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",207,ABCO,24.4,328,4.2,23,18,0,10.7,0.008938312,0.220710779,1,D,2015,,,,SCOL,
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",208,PIPO,33.8,354,36.5,137,91,1,92.7,0.675060469,16.66904394,6,D,2016,,,,WPB,woodborers
Eldorado-5000-Plot 6-Site 2,Eldorado,5000,2,6,"Fall 2017, Spring 2018",209,ABCO,17.3,356,11.7,66,20,1,29.7,0.069363128,1.712760686,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",210,CADE,28.2,5,9.7,36,10,1,24.6,0.047676066,1.177249273,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",211,CADE,29.7,11,9.7,38,9,1,24.6,0.047676066,1.177249273,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",212,CADE,7.3,19,5.0,10,7,1,12.7,0.012667676,0.312798723,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",213,CADE,35.5,20,3.9,15,10,1,9.9,0.007707014,0.190306743,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",214,PIPO,35.3,39,5.1,22,10,1,13.0,0.01317945,0.325435791,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",215,PIPO,34.5,42,2.5,16,7,1,6.4,0.003166919,0.078199681,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",216,ABCO,31.8,56,3.9,20,1,1,9.9,0.007707014,0.190306743,1,D,2016,,,,SCOL,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",217,PIPO,30.3,57,5.7,25,6,1,14.5,0.016462912,0.40651322,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",218,CADE,27.0,62,6.8,21,15,1,17.3,0.023430134,0.578552518,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",219,PIPO,12.0,63,3.6,15,4,1,9.1,0.006566923,0.162154858,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",220,PIPO,8.3,66,5.0,17,9,1,12.7,0.012667676,0.312798723,1,D,2016,,,,WPB,RTB
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",221,CADE,9.0,67,7.8,27,15,1,19.8,0.030828057,0.761226972,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",222,PIPO,27.1,68,2.8,7,3,1,7.1,0.003972583,0.098093679,1,D,2016,,,,SUP/drought,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",223,PIPO,15.3,75,7.0,26,9,1,17.8,0.024828646,0.613085497,1,L,,,,,,RTB. Attacks ('17)
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",224,PIPO,24.8,75,6.4,30,6,1,16.3,0.020754721,0.512489427,1,D,2016,,,,WPB,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",225,PIPO,31.6,76,6.0,26,8,1,15.2,0.018241454,0.450430161,1,D,2016,,,,WPB,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",226,CADE,20.0,81,5.0,14,6,1,12.7,0.012667676,0.312798723,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",227,PIPO,34.5,86,5.0,21,5,1,12.7,0.012667676,0.312798723,1,D,2016,2018,Hung up,,WPB,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",228,PIPO,30.2,97,5.8,24,10,1,14.7,0.017045625,0.420901961,1,D,2016,,,,WPB,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",229,CADE,28.4,98,8.3,25,14,1,21.1,0.034907049,0.86194816,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",230,PIPO,36.2,105,5.0,30,17,1,12.7,0.012667676,0.312798723,1,L,,,,,,2017 attacks. Maybe only strip?
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",231,PIPO,34.2,107,2.8,16,9,1,7.1,0.003972583,0.098093679,1,D,2016,,,,IPS,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",232,PIPO,36.3,116,6.5,28,10,1,16.5,0.021408373,0.528629841,1,D,2016,,,,WPB,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",233,PIPO,29.5,116,4.5,16,6,1,11.4,0.010260818,0.253366965,1,D,2016,,,,WPB,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",234,CADE,14.9,117,4.0,13,6,1,10.2,0.008107313,0.200191183,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",235,CADE,22.4,117,3.4,11,6,1,8.6,0.005857534,0.144638129,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",236,CADE,32.5,123,5.9,17,8,1,15.0,0.017638472,0.435540942,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",237,PIPO,24.7,129,19.8,91,22,0,50.3,0.198649432,4.905184451,4,D,2016,,,,UNK,RTB. Too much woodborer to tell. Some pitch tubes
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",238,CADE,22.3,130,4.4,12,9,1,11.2,0.009809849,0.242231331,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",239,CADE,25.2,131,3.0,8,6,1,7.6,0.004560363,0.11260754,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",240,CADE,33.0,133,5.8,15,10,1,14.7,0.017045625,0.420901961,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",241,CADE,8.8,137,10.0,26,10,1,25.4,0.050670705,1.251194891,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",242,PIPO,30.8,145,4.7,24,11,1,11.9,0.011193159,0.276388951,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",243,PIPO,34.4,147,10.3,51,14,1,26.2,0.053756551,1.32739266,2,D,2016,,,,WPB,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",244,CADE,36.3,161,4.5,13,6,1,11.4,0.010260818,0.253366965,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",245,PIPO,25.3,171,7.5,29,10,1,19.1,0.028502272,0.703797126,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",246,PIPO,31.6,172,5.5,24,9,1,14.0,0.015327888,0.378486455,1,D,2016,,,,IPS,woodborers
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",247,CADE,35.8,174,4.3,12,7,1,10.9,0.009369013,0.231345935,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",248,PIPO,23.6,177,6.4,22,12,1,16.3,0.020754721,0.512489427,1,D,2016,,,,WPB/MPB,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",249,PIPO,20.0,180,8.8,26,11,1,22.4,0.039239394,0.968925324,2,D,2016,,,,WPB ,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",250,PIPO,31.7,192,4.7,23,10,1,11.9,0.011193159,0.276388951,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",251,CADE,31.4,194,3.0,10,,,7.6,0.004560363,0.11260754,1,D,2014,,,,SUP/drought,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",252,PIPO,32.3,195,7.6,20,11,1,19.3,0.029267399,0.722690169,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",253,CADE,24.8,198,9.0,28,14,1,22.9,0.041043271,1.013467862,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",254,PIPO,33.7,208,4.8,27,13,1,12.2,0.01167453,0.288275303,1,D,2017,,,,MPB,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",255,CADE,9.0,208,9.0,16,13,1,22.9,0.041043271,1.013467862,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",256,PIPO,35.5,217,7.0,33,17,1,17.8,0.024828646,0.613085497,1,D,2017,,,,MPB,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",257,CADE,36.9,218,6.4,24,18,1,16.3,0.020754721,0.512489427,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",258,PIPO,33.0,220,8.7,42,20,1,22.1,0.038352657,0.947029413,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",259,CADE,32.2,224,5.1,19,15,1,13.0,0.01317945,0.325435791,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",260,CADE,12.7,226,5.1,16,9,1,13.0,0.01317945,0.325435791,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",261,PIPO,31.5,231,11.8,23,20,1,30.0,0.07055389,1.742163766,2,D,2017,,,,MPB/WIND,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",262,CADE,12.9,237,5.0,15,10,1,12.7,0.012667676,0.312798723,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",263,CADE,17.9,245,15.4,63,21,1,39.1,0.120170644,2.967333804,3,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",264,CADE,13.9,247,2.8,9,6,1,7.1,0.003972583,0.098093679,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",265,CADE,6.8,248,7.6,26,16,1,19.3,0.029267399,0.722690169,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",266,PIPO,33.9,279,30.4,114,32,1,77.2,0.468278388,11.56304271,6,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",267,PIPO,28.4,280,8.2,27,9,1,20.8,0.034070982,0.841303445,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",268,PIPO,35.7,302,22.4,103,33,1,56.9,0.25424533,6.277995486,4,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",269,CADE,8.5,307,14.0,41,16,1,35.6,0.099314582,2.452341987,3,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",270,PIPO,17.7,319,36.7,129,34,1,93.2,0.68247866,16.85221887,6,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",271,PIPO,21.5,322,23.2,93,18,1,58.9,0.272730003,6.734431382,5,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",272,CADE,27.2,327,5.3,17,9,1,13.5,0.014233401,0.351460645,1,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",273,CADE,32.4,342,9.0,37,16,1,22.9,0.041043271,1.013467862,2,L,,,,,,
Eldorado-5000-Plot 7-Site 2,Eldorado,5000,2,7,"Fall 2017, Spring 2018",274,CADE,24.8,343,7.8,20,,,19.8,0.030828057,0.761226972,2,D,2014,,,,SUP/drought,woodborers
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",275,PIPO,18.9,2,31.7,145,62,0,80.5,0.509184849,12.57313234,6,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",276,ABCO,29.8,12,2.8,13,5,1,7.1,0.003972583,0.098093679,1,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",277,PILA,24.5,18,31.2,134,75,0,79.2,0.493248912,12.17963155,6,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",278,CADE,36.2,36,17.6,85,39,0,44.7,0.156957576,3.875701295,4,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",279,CADE,34.9,76,12.0,44,14,0,30.5,0.072965815,1.801720643,2,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",280,PIPO,11.6,76,17.5,96,35,0,44.5,0.155179034,3.831784354,4,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",281,ABCO,20.3,99,35.5,143,42,0,90.2,0.638577561,15.76818362,6,L,,,,,,forks & crooks
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",282,CADE,32.9,112,11.4,52,42,0,29.0,0.065851648,1.626052881,2,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",283,CADE,29.5,140,11.6,50,17,0,29.5,0.068182501,1.683607845,2,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",284,PIPO,15.4,173,18.1,115,40,0,46.0,0.166002297,4.099039583,4,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",285,CADE,37.2,181,7.3,28,16,0,18.5,0.027002419,0.666761757,1,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",286,PIPO,23.3,202,12.5,46,38,0,31.8,0.079172977,1.954992017,3,L,,,,,,broken top (wind)
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",287,PIPO,32.3,226,13.9,65,45,0,35.3,0.097900869,2.417433649,3,L,,,,,,sweep  
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",288,PIPO,18.2,226,13.9,85,34,0,35.3,0.097900869,2.417433649,3,L,,,,,,sweep (smaller)
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",289,CADE,28.7,242,12.4,63,47,0,31.5,0.077911276,1.923837265,2,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",290,PIPO,32.2,250,13.5,90,,,34.3,0.09234736,2.280302689,3,D,2015,,,,WPB,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",291,PIPO,22.8,251,10.0,56,,,25.4,0.050670705,1.251194891,2,D,2015,,,,WPB,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",292,PIPO,27.8,266,8.7,67,33,0,22.1,0.038352657,0.947029413,2,D,2016,2018,Hung up,,WPB,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",293,PIPO,35.2,291,6.5,60,45,0,16.5,0.021408373,0.528629841,1,D,2017,,,,MPB,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",294,PIPO,30.3,299,10.3,72,30,0,26.2,0.053756551,1.32739266,2,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",295,CADE,33.9,343,24.3,92,29,0,61.7,0.299205447,7.388180713,5,L,,,,,,
Eldorado-5000-Plot 8-Site 2,Eldorado,5000,2,8,"Fall 2017, Spring 2018",296,PIPO,31.0,347,34.4,155,49,0,87.4,0.599616856,14.80613986,6,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",297,ABCO,24.9,18,33.4,123,19,1,84.8,0.565262118,13.95782973,6,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",298,PIPO,21.7,64,17.0,75,32,0,43.2,0.146438338,3.615953235,3,D,2016,,,,WPB,RTB. Woodborers. Broken top
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",299,PIPO,35.3,79,19.9,115,30,0,50.5,0.200661059,4.954856888,4,D,2016,,,,WPB,RTB  
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",300,PIPO,24.8,83,15.8,82,25,0,40.1,0.126494348,3.123482926,3,D,2016,,,,WPB,RTB
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",301,PIPO,35.8,99,20.0,107,30,0,50.8,0.20268282,5.004779564,4,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",302,PIPO,19.5,106,14.0,78,25,0,35.6,0.099314582,2.452341987,3,D,2016,,,,WPB,RTB
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",303,CADE,34.2,122,5.0,20,4,1,12.7,0.012667676,0.312798723,1,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",304,PIPO,15.0,124,12.7,70,21,0,32.3,0.08172678,2.01805224,3,D,2016,,,,WPB,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",305,PIPO,36.4,148,11.3,94,45,0,28.7,0.064701423,1.597650756,2,D,2016,,,,WPB,RTB
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",306,PIPO,31.4,148,8.9,70,29,0,22.6,0.040136266,0.991071473,2,D,2016,,,,WPB,RTB
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",307,PIPO,30.1,177,10.3,69,39,0,26.2,0.053756551,1.32739266,2,D,2016,,,,WPB,RTB
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",308,PIPO,15.5,183,12.6,79,40,1,32.0,0.080444811,1.986397009,3,D,2016,,,,WPB,RTB
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",309,PIPO,36.1,183,21.6,97,51,0,54.9,0.236409242,5.837574884,4,D,2016,,,,WPB,RTB. Woodborers
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",310,CADE,19.6,190,3.3,14,,,8.4,0.00551804,0.136255124,1,D,2014,,,,SUP/drought,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",311,PIPO,16.4,192,6.9,42,14,1,17.5,0.024124323,0.595693888,1,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",312,CADE,36.9,198,7.4,37,23,1,18.8,0.027747278,0.685154322,1,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",313,CADE,34.4,211,12.5,50,29,1,31.8,0.079172977,1.954992017,3,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",314,CADE,31.0,221,6.5,29,20,1,16.5,0.021408373,0.528629841,1,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",315,CADE,19.9,223,5.6,30,15,1,14.2,0.015890333,0.392374718,1,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",316,PIPO,29.4,228,27.0,141,45,1,68.6,0.36938944,9.121210756,5,D,2016,,,,WPB,RTB. Woodborers
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",317,PIPO,34.2,228,32.5,144,50,1,82.6,0.535209323,13.21574604,6,D,2016,,,,WPB,RTB. Woodborers
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",318,ABCO,23.6,269,8.0,42,6,1,20.3,0.032429251,0.80076473,2,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",319,CADE,29.2,282,3.8,14,4,1,9.7,0.00731685,0.180672542,1,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",320,PIPO,21.3,287,8.6,53,24,1,21.8,0.037476053,0.925383741,2,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",321,CADE,8.2,304,4.0,12,2,1,10.2,0.008107313,0.200191183,1,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",322,CADE,36.0,336,47.8,120,30,0,121.4,1.157744539,28.58780135,6,L,,,,,,
Eldorado-5000-Plot 9-Site 2,Eldorado,5000,2,9,"Fall 2017, Spring 2018",323,PILA,31.7,358,12.0,63,23,0,30.5,0.072965815,1.801720643,2,L,,,,,,
